c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment
127724,Customer#000127724,"k1,La,YKQ5MLV7BNuroEMFIoe5",19,29-150-130-1805,7560.18,AUTOMOBILE
92821,Customer#000092821,ovmBUwa9s6rzyF8Di0orfWpPXD,16,26-617-483-4151,6186.37,AUTOMOBILE
44464,Customer#000044464,Cq6aWyFOqpAS QepIW n0F9XzsH,12,22-598-681-2420,5625.91,BUILDING
130456,Customer#000130456,"m,46AeOl8vOqVk7PihU4ssxHriKK29eKC6",1,11-247-449-6039,3059.30,AUTOMOBILE
63982,Customer#000063982,NVnZcvP9Wf,3,13-602-655-1013,6695.22,AUTOMOBILE
56395,Customer#000056395,YJLwDHxStOOcIwDU,10,20-619-307-4896,3004.89,MACHINERY
20806,Customer#000020806,mCPpE3k78XUnxTRKz64QVMfm8b4U9afRPDG,21,31-557-493-8523,5718.17,MACHINERY
19762,Customer#000019762,3lMTw07dysg8DwqyhbaJ8jDmNAVO,4,14-977-935-9402,5508.76,BUILDING
38404,Customer#000038404,5U6fARlPqyWnhCL6 u3ptglfwxJinqVePRqRhOe,15,25-683-413-1698,8271.71,BUILDING
2290,Customer#000002290,XfbflRY4j48N8YI FwdiIN5Yp4R2XU183f7S6FY0,0,10-907-437-9925,-395.19,AUTOMOBILE
31868,Customer#000031868,"VBNg1l53qw,cGvom",19,29-366-885-8512,7913.90,AUTOMOBILE
9856,Customer#000009856,0dPWjjtZ91FCYLyk7R5D9,15,25-247-714-6623,4776.68,MACHINERY
27871,Customer#000027871,",oi0PNKutSYxlQu9m6E8Cws1xeyRA2zcikysZr",10,20-398-627-4422,1491.42,MACHINERY
96427,Customer#000096427,"9PFjQgewg0,8XYI6",24,34-722-972-7295,9322.03,AUTOMOBILE
41878,Customer#000041878,"Dhn7hc,jM tLQSh3M56v14gkTSie6eR,Rj49",0,10-147-869-5576,4719.68,BUILDING
119579,Customer#000119579,EHwbuCYESwB9KHS990i5Jusz,3,13-807-506-2856,9899.02,MACHINERY
95006,Customer#000095006,"62JqNwmAJ6IPOiO4TiCgWYXd,3cC5EQTb",13,23-504-791-8792,6349.44,BUILDING
5036,Customer#000005036,JSAwqP08U 5wcCl6FV3Dgp1xsFHaQz,18,28-784-758-4761,6872.37,FURNITURE
148442,Customer#000148442,Aq1EV vFNF8,19,29-261-328-8816,1176.40,HOUSEHOLD
62557,Customer#000062557,Nt8t9A53q1QOEwvEwD3TIuj322UvLMIrS6S,13,23-565-358-4068,1152.36,BUILDING
76561,Customer#000076561, zJbyu2VJQWWrbMgxilN,20,30-654-950-6977,4709.52,AUTOMOBILE
18862,Customer#000018862,"AYzPyp0YfpsiJtHHbEBM,JU8rujuMZuA",0,10-460-156-2507,1063.49,FURNITURE
67285,Customer#000067285,Uw69x8m dtx7I3mMhdYBc,8,18-491-337-9180,4742.06,MACHINERY
18655,Customer#000018655,"8FDMBQzbHPOoGfZcNVa7rQdj4,a6m",5,15-169-965-5041,-333.28,BUILDING
10507,Customer#000010507,FTxcCJF mbJBaSkyxX1zjH8YjWjAQrutf,4,14-763-495-3710,3630.55,BUILDING
95599,Customer#000095599,"MG4YZrb,ooUadS9GfAz03zP90RAt6jOGW46",15,25-677-656-1006,1491.98,AUTOMOBILE
114601,Customer#000114601,OlXElVEX UT,3,13-893-490-1054,7456.71,FURNITURE
97451,Customer#000097451,"lnT1nLSPTJRSp4drtmB,lp6kLDU rJ2gmSbhia",22,32-562-130-1801,5558.88,AUTOMOBILE
11956,Customer#000011956,m4hD YM8qafsPSlqdvH,5,15-738-332-1492,8907.14,FURNITURE
81065,Customer#000081065,"MNiP,vxhOYpfLZztMmJPf",24,34-525-999-5185,5901.20,FURNITURE
78772,Customer#000078772,IopwXhaBFvJLebGklrhio,11,21-830-556-4484,5568.12,FURNITURE
100300,Customer#000100300,3NVuu5IGu9U87CoXvJ37sd1DzSUJ,10,20-431-894-6756,-356.14,HOUSEHOLD
89530,Customer#000089530,IBnZRVwPDP38IRb,14,24-809-557-8964,4221.43,MACHINERY
13130,Customer#000013130,FwiIlyrVnDY9hMvLH9,1,11-321-830-1393,3613.48,HOUSEHOLD
74548,Customer#000074548,BYav44cOSl1,15,25-299-166-6366,4177.95,BUILDING
74203,Customer#000074203,hgwMFPPedJcveLkBKuH4,1,11-165-836-4043,3053.65,FURNITURE
57503,Customer#000057503,CUZZYlE8TBhm,6,16-376-307-5171,1005.84,AUTOMOBILE
31508,Customer#000031508,vuU5Pu6PTT,13,23-390-841-6080,-630.35,FURNITURE
55660,Customer#000055660,kiYYSqJhEKjcMI0LfihORDze0MR,18,28-186-193-8786,-219.55,HOUSEHOLD
109402,Customer#000109402,5Gkv9WVTI0,22,32-182-237-7994,1791.21,BUILDING
214,Customer#000000214,MpCwhcLrbcIM7AeKS9tRM09by,8,18-180-678-6165,1526.59,MACHINERY
134654,Customer#000134654,8g761QzpqHP7dJ8iSXSt,21,31-423-342-7197,2755.12,FURNITURE
7720,Customer#000007720,",nmCLQ1P Iwvb",22,32-864-500-7591,1367.85,BUILDING
146006,Customer#000146006,"5CFQpM3W8s,GmdGL2T00",23,33-613-245-5816,4423.13,AUTOMOBILE
115486,Customer#000115486,"YX2BuENjhpytm gqFz6VL5l,fLtnW",20,30-724-399-6393,2120.04,HOUSEHOLD
49805,Customer#000049805," m,OiXCV1j0ua",15,25-607-134-2554,7363.01,HOUSEHOLD
82172,Customer#000082172,8FVEOgZ9G43,4,14-599-977-2383,8446.24,MACHINERY
85921,Customer#000085921,"QguaAgnkhxqDyVaXmvsjab,JuSF9g5Hl",15,25-573-681-2113,4114.01,MACHINERY
121480,Customer#000121480,oOp8OW50Lz0fiDiWGvchXN5lDIR,10,20-259-250-2888,4179.07,BUILDING
133594,Customer#000133594,Umm47Eqhb77dCaxIBwYEe6jYn5M2,24,34-657-917-3085,3673.92,MACHINERY
74506,Customer#000074506,"HH9OWUaPSQZEnAkqXaCxwhXFQklnVvnQs5o8p,",1,11-173-335-1330,178.70,AUTOMOBILE
148234,Customer#000148234,"8iJ41uJlm,Y6uz3b1NSn5qeLUX6w",2,12-383-567-2476,4870.08,MACHINERY
49981,Customer#000049981,jCMTnis5IZkT,3,13-970-262-6874,122.75,BUILDING
84574,Customer#000084574, RdukmbL7bD,1,11-584-844-8129,9665.03,BUILDING
111952,Customer#000111952," WqtDmScb6NWnvCUhh6w,a",5,15-541-162-1925,1277.89,BUILDING
81437,Customer#000081437,"p2J4yRQPl5 ,ACBTimFCUVO4ymhIu",9,19-934-827-4195,7927.23,AUTOMOBILE
92146,Customer#000092146,B9CL9AC4UXTrOGKnFqgo,10,20-458-999-6379,9991.54,HOUSEHOLD
88135,Customer#000088135,oTgiZ7z4fJQuvOScsmgOTQ1QaKkCRGkpQgjqS8,2,12-780-907-9035,6369.15,FURNITURE
86839,Customer#000086839,SQO2e2o3X30VpqflN,6,16-163-119-9508,6522.84,BUILDING
79696,Customer#000079696,gWfvU6mefYHT90EEW4 Czm7bO1CMSGleX44 JizI,22,32-389-325-8888,1503.86,MACHINERY
36488,Customer#000036488,IX2wansfBASAvxtv,24,34-806-496-5018,1501.26,BUILDING
79411,Customer#000079411,"ZzD9n,qXVysnfhAW,gqir11BKOSrmD 1pMrDaD",10,20-924-501-4882,1811.19,HOUSEHOLD
135088,Customer#000135088,"mGTQhJ,XRtH,Ybardu5dI1j0o4Ww4R53RxrW7v",23,33-452-514-5235,7214.96,FURNITURE
5689,Customer#000005689,dMK3jJLwQXzUpJ8X ljixCj7kNIFLaXPoxNWsQ,4,14-371-937-5917,8375.26,BUILDING
46238,Customer#000046238,Gr6UWNLc8ghTsfpzATDD7n9 8fVfmcbf4H,23,33-878-865-3576,6841.16,AUTOMOBILE
134551,Customer#000134551,"Dft829fJSVZU9f,W3kN Q,eN",3,13-815-313-7274,7166.29,FURNITURE
111859,Customer#000111859,ajMCYeyt3nyR31e,24,34-169-726-8413,5721.77,AUTOMOBILE
96251,Customer#000096251,QsWfefXd5UFQ2g9ZPkpklHwH6,21,31-499-586-4363,7597.93,HOUSEHOLD
41926,Customer#000041926,CTtIHdyX2oFJRBI JjJRCpBZVb3dmdviT,12,22-339-264-8461,4425.31,MACHINERY
117412,Customer#000117412,eEMScmKWdbPaa3Tpdtz52AzbyLKe,4,14-605-753-8864,4990.91,HOUSEHOLD
23804,Customer#000023804,1ubG8PzOg3NH,11,21-954-618-2196,9754.36,AUTOMOBILE
49837,Customer#000049837,fhQ uhNYwqu1q176QOo2YTSi1yqbj3c,21,31-787-281-7306,-410.25,HOUSEHOLD
117446,Customer#000117446,rmSNw99uAdLK,12,22-319-556-2260,2050.33,BUILDING
78352,Customer#000078352,"h,KqAQieLjy1MUsrX5U5XrV7kzfY",15,25-953-371-5606,-211.13,FURNITURE
54238,Customer#000054238,bruGZIvK2bu,9,19-459-176-5262,7586.05,HOUSEHOLD
104017,Customer#000104017,ZCQGlZOhfGcPAeUrIGHBzp aw1QKsS58,4,14-531-554-8603,4144.75,MACHINERY
75391,Customer#000075391,"ZynXHHwvbxB300hscHen8RNSi,ew9V",13,23-100-310-6865,-256.84,HOUSEHOLD
62579,Customer#000062579,HcgrA0YLVnuQ,1,11-444-476-1113,7282.91,MACHINERY
32641,Customer#000032641,wQw Ukp1Gz5ptWR,3,13-599-403-3665,5540.88,BUILDING
102340,Customer#000102340,"8rKKTI,Ue1mZ3wMGADO",17,27-116-645-4295,5262.83,FURNITURE
126217,Customer#000126217,"Qj3V2Z5aWqrdynAxOKo7ZF,",24,34-685-838-8281,2860.84,MACHINERY
120751,Customer#000120751,ZWc5Zzfm88JYa9895iuwwV0uLE922,12,22-922-989-7650,6218.34,FURNITURE
44596,Customer#000044596,xU58fR 15mVaMw1a5Ag4f7EUtUFCrcE,18,28-455-835-7979,8827.08,HOUSEHOLD
40096,Customer#000040096,"TKRJTW8kGo,EKQmE7SQWtnStYvWKRIoxG 4q",24,34-892-947-8875,8332.05,AUTOMOBILE
65488,Customer#000065488,z4NxsgS4 GQw8UezpzFYzM9RM0ZK0,16,26-884-694-3261,745.94,MACHINERY
46096,Customer#000046096,mmKWxrFhffrPp,22,32-434-575-8656,4813.24,BUILDING
85468,Customer#000085468,EuFCX4qk4k0O4bV3UHoNVBTP,13,23-876-106-3120,8926.31,AUTOMOBILE
60371,Customer#000060371,"BJt5U,JR1anLDcIt1Oyh44,",4,14-558-880-7251,5223.42,FURNITURE
99457,Customer#000099457,Qbnov55wLRNdjTVZV7ZmCrdik55c5VVn,12,22-216-528-8207,-82.77,BUILDING
71498,Customer#000071498,xFIl7 8PanbiO0p,16,26-345-970-9072,5279.05,MACHINERY
133747,Customer#000133747,"xdOE3kpw7mZUjcdgto,rA7BKxb4d3qRm",12,22-130-631-1584,5069.75,BUILDING
126250,Customer#000126250,"FVGyqtrQVauHT wPU  RmO9n,7lafps",24,34-453-907-9517,2258.65,FURNITURE
3098,Customer#000003098,RT 5RAobqNnYwzTLjh RBbnYJd5A,11,21-329-933-1281,9989.48,MACHINERY
123701,Customer#000123701,1Y8KJUFcotIniCYyAe9oYMwlv,9,19-748-869-9697,5200.44,AUTOMOBILE
10441,Customer#000010441,"Wy,KZpMGoI3RReIlCF oWFXN4cKC",8,18-519-899-3640,769.99,MACHINERY
74828,Customer#000074828,XfWbNWQjPpDaP6TUVfI5RjJK,18,28-806-979-5512,9964.97,MACHINERY
149948,Customer#000149948,kGG5gBGSg4CdneFOcPMxNz93xGsg3,17,27-320-162-3824,9700.73,HOUSEHOLD
66659,Customer#000066659,2DnGOE8f9268 A7DD5Np,3,13-518-984-6296,2254.16,MACHINERY
80011,Customer#000080011,"6uRqas8lmh3en7,1PEyBp",3,13-344-117-3530,6020.56,HOUSEHOLD
78373,Customer#000078373,DvnnuoXLqa,21,31-401-767-3359,9933.53,AUTOMOBILE
84940,Customer#000084940,eyVxhdGJixDwgvYWvA,7,17-747-115-5806,6317.61,BUILDING
83023,Customer#000083023,"SObWfAasq,mUtqTRLYwJ3hAWi4bs",1,11-469-570-7419,4021.45,MACHINERY
103724,Customer#000103724,RfcdxKJjbfvkkFyqpcZ,11,21-226-691-2643,3803.99,BUILDING
103705,Customer#000103705,WIQkYurJBGtUJF6LQI101dX,20,30-645-698-9068,5577.63,AUTOMOBILE
45343,Customer#000045343,IHDsfxRK3ELxibndIpJlUmFwc7,11,21-483-764-5837,4545.31,MACHINERY
97700,Customer#000097700,lOsjXW4ELn6c8OBY7vGXn,21,31-877-700-7127,905.29,MACHINERY
41012,Customer#000041012,sxU2EGdUfT04OUlE5ugY49,12,22-208-945-7381,8626.65,MACHINERY
76891,Customer#000076891,bCSbUKGfUrhRy5,22,32-775-157-7935,4578.98,MACHINERY
122438,Customer#000122438,mvC9RdRnxnTXpYXUf1F,16,26-433-255-9005,5768.49,HOUSEHOLD
114188,Customer#000114188,UfERpvOaat77jrp9LJSfsAwm,24,34-734-150-4295,1678.50,FURNITURE
35750,Customer#000035750,"fs8bfG,FlP,pPdCgUgYtCfCv3EeNVy1NvsWhr7",10,20-328-632-1573,5028.86,MACHINERY
91775,Customer#000091775,"WFrF,hG 8w,WsnG4ObLr5ldFaDBoiijM3W",1,11-511-244-3323,2775.34,MACHINERY
148717,Customer#000148717,73jEssni9xuS5Rd5,2,12-292-645-1690,5658.56,AUTOMOBILE
58246,Customer#000058246,uU0g9Z4NrcH8OW,23,33-316-369-8967,2383.37,FURNITURE
88118,Customer#000088118,"wN0JBEYchY5hdzLno,LIknjksHTbEnJkgL0iV",0,10-383-536-1413,-126.25,HOUSEHOLD
104425,Customer#000104425,EIwGI61KrYp,2,12-460-420-3433,948.22,MACHINERY
74446,Customer#000074446,CG98iFLpBqToSRqDaybZm7iU6gI44I,12,22-999-158-3594,81.89,HOUSEHOLD
19849,Customer#000019849,"GvWyuhdSQBLSWPabMGmjPwV,Eg7X",12,22-141-321-8140,6776.14,HOUSEHOLD
68053,Customer#000068053,3ZyCeetggO5FBhNUFOZHJS3Ox5jsYCrhji,23,33-229-647-5661,6973.03,BUILDING
40753,Customer#000040753,"FfWMHSO9YFm5hrxHlhz,Bhku7cumuFaQgv8ezQX",11,21-711-378-7881,6585.25,MACHINERY
42979,Customer#000042979, vd834Fpfx2ZMqjMznTt fJNY7KRdjpWbxrp,16,26-875-416-3352,59.78,FURNITURE
57046,Customer#000057046,h 9ich2heNOuCr0Gw6tk vF,12,22-792-911-3374,162.09,HOUSEHOLD
8620,Customer#000008620,UK0BA GvexPWCxA5r9Zw6Wysw,20,30-744-864-5606,940.08,HOUSEHOLD
45808,Customer#000045808,GRiGTT3h Mx9gXFVdNPPrzxKh DrknbKQ RouRr,16,26-893-321-5099,2035.77,AUTOMOBILE
113662,Customer#000113662,"5JYLV1ldwgSk6cVBGfh,G61I",17,27-793-525-1306,4070.76,MACHINERY
95819,Customer#000095819,ZF8E8Va8 FopCtQIkRkPvtR5fggQw,18,28-266-252-8200,6767.00,BUILDING
147571,Customer#000147571,WF7OcW2nz4HmXTx3,14,24-411-576-1244,4713.65,FURNITURE
145597,Customer#000145597,kIBeFyN4nx XJFN,7,17-676-853-5296,9025.29,FURNITURE
88075,Customer#000088075,NDpEJ WxbV0vwWEKbHfa4NUruiL6zM1BJ2Vp41qy,20,30-804-434-2923,5120.95,MACHINERY
138586,Customer#000138586,2RPOz5amVZQ LgcSHj45kzAhJy,11,21-444-898-4945,22.12,FURNITURE
12611,Customer#000012611,"f4s1huroMg6,h6owGctp8eLH27pbGR9F",23,33-261-601-6054,4123.42,BUILDING
113300,Customer#000113300,VfDOWsXBeOT29l1gXdVmtU7zi,0,10-597-974-5208,-765.97,HOUSEHOLD
110312,Customer#000110312,UzejdryKkPd5RfOuWd3669TZRSLp9Vd,13,23-258-233-4075,4114.11,MACHINERY
50384,Customer#000050384,",i5YgTYVUoWHdHi0te2",17,27-798-934-1341,-113.72,MACHINERY
61120,Customer#000061120,EXnLg4iPwfZPM1OTCa4oUd,19,29-617-412-1906,1932.57,BUILDING
51233,Customer#000051233,"gBMF2WQM6KjR6bt9LrOfkAWXb7U,2J9QGolMOc",17,27-384-314-8345,3916.37,HOUSEHOLD
39664,Customer#000039664,"7VL8dWrFzTpg8tt4b5zcUtqzg6,rW3r5kNINc",3,13-672-481-8622,7106.40,BUILDING
108490,Customer#000108490,I31Af6WMT1WxhZA nyI4kQ,3,13-479-811-8998,7435.58,BUILDING
100027,Customer#000100027,"sbbP1cz zH8UhjMr2J,",7,17-269-466-2768,1343.46,AUTOMOBILE
143302,Customer#000143302,LxCdolKc7w5Kty2YbPJDsgJ,21,31-355-877-4073,9658.68,MACHINERY
75172,Customer#000075172,pAzrfB JtdvfaMUP,4,14-874-420-7678,9931.18,AUTOMOBILE
51451,Customer#000051451,fcyLd5gUy4MjEDCTR4TyoLA3P8m2L,14,24-472-506-2962,3202.83,HOUSEHOLD
18721,Customer#000018721,eAu1cBhX5oj0Kn0KSNToq79SFbeQVR5osJjeJQt,6,16-616-845-8956,8461.30,HOUSEHOLD
99604,Customer#000099604,BKfU4BCnllDktIu5,22,32-334-346-6813,-637.11,BUILDING
90127,Customer#000090127,vgG8QCBQnUTV,1,11-468-855-5095,3638.17,BUILDING
148958,Customer#000148958,3ifzIHD921l,13,23-910-596-2715,476.91,MACHINERY
44116,Customer#000044116,"gTETqCAMYjsaaE3X,RGIHXdTo RV",7,17-197-522-2781,6737.97,MACHINERY
70121,Customer#000070121,gr8jokQF98kxifzU,5,15-243-316-5896,3701.29,MACHINERY
17497,Customer#000017497,"Suq6tWQsk,hkiyjRt4TgWGQsPhWwm",18,28-460-103-9445,3269.36,AUTOMOBILE
29050,Customer#000029050,Cjaf0FwvrdzaQ,4,14-760-667-1038,9902.26,FURNITURE
98405,Customer#000098405,oTMfJd2bPMQ6KYWJXCth PTAVzbMHOOScCMhheAI,2,12-407-176-2640,5585.84,BUILDING
15982,Customer#000015982,nThCIjVB8BxumyuuCB,17,27-165-856-1134,9994.94,FURNITURE
52183,Customer#000052183,YnqV4Fn4 7xvsSg,1,11-287-710-4724,1982.22,BUILDING
108047,Customer#000108047,tHXyOQmWLuPL O29FcWQQceUca,4,14-830-709-5860,1048.44,FURNITURE
73501,Customer#000073501,"rxnX2UT55WmOsdR2,H669Hofad1JseZj",12,22-209-460-7141,5443.50,HOUSEHOLD
76471,Customer#000076471,B9ygEdD2TPOj9,24,34-529-289-7080,3410.97,AUTOMOBILE
102929,Customer#000102929,"56LCcmu87rrkl2JCpAHB pAh6d3oPOXMLn,ZZ",13,23-383-782-7162,4189.94,HOUSEHOLD
149563,Customer#000149563,dtMvJJpEPpqI,9,19-656-943-3318,5893.69,HOUSEHOLD
23656,Customer#000023656,JiH9q5t eCfpf7zAODr2fWZTC,9,19-907-533-8009,4397.21,FURNITURE
24389,Customer#000024389,9Kig7MHlD7e4tq,15,25-724-719-8200,3534.22,AUTOMOBILE
108844,Customer#000108844,DCD2ZnQYTAtQ6Ri2RYXZ55,0,10-862-516-4795,5918.76,FURNITURE
107252,Customer#000107252,Ee1lJKcGQhXG,1,11-705-474-8970,3326.81,HOUSEHOLD
91147,Customer#000091147,qrK1KJy3eNM1i49bVbq36vlIhH1nAoYTV1WGd0,16,26-368-104-5768,7023.49,AUTOMOBILE
115682,Customer#000115682,Rrz8599zh9eFOzvGX,11,21-954-233-8802,-828.40,HOUSEHOLD
97796,Customer#000097796,"At3k1XuapU1h2g,No03cA4DqEey9hf ",19,29-902-811-1864,9263.84,HOUSEHOLD
132874,Customer#000132874,b9qw3BGsMO5KWyZM36Q7D,7,17-553-316-6765,-93.51,MACHINERY
98648,Customer#000098648,"YoL5i,sCBAgJG20fAVC08469N9MynNym",9,19-211-809-3532,8268.46,AUTOMOBILE
49477,Customer#000049477,EgMoKVs8Lhu tWRo,4,14-417-610-9303,3061.93,FURNITURE
130676,Customer#000130676,rjS8aYDbOt1AJ,13,23-979-933-3921,7697.08,AUTOMOBILE
50074,Customer#000050074,PlXLyqb1Ry,22,32-808-875-1400,1473.51,HOUSEHOLD
39206,Customer#000039206,HdqoNAZYbDpNU0,20,30-794-199-7979,-494.65,AUTOMOBILE
69691,Customer#000069691,TlcjMZ64eCYg1puWV7rXkh0YRE82ieHtCJ,9,19-793-607-9179,318.11,MACHINERY
121645,Customer#000121645,GHWUrS2dHaR8BluRnriU9oiimVd0oshM2,18,28-746-564-8146,4511.71,BUILDING
101755,Customer#000101755,p3PXJYOz9 3vvraDreEU2lRcUiNcf,8,18-224-608-1533,9288.50,BUILDING
127552,Customer#000127552,062i8pPMzSDXNKkmg,9,19-371-995-6158,6274.59,AUTOMOBILE
12970,Customer#000012970,MkTYv9ekiOq3dXedXS7 sYvOfUtW,1,11-635-440-9444,104.82,HOUSEHOLD
94684,Customer#000094684,kqiqMYoUoJ3n77coFOtwX,6,16-752-405-9167,7420.67,BUILDING
77948,Customer#000077948,"xkBnht6kgceXBegerckHah,aG",17,27-992-243-2380,8878.13,MACHINERY
109474,Customer#000109474,DpuZxvmoxtSsQ1E6YFWwDKedmlo,23,33-188-953-9214,2526.63,AUTOMOBILE
92978,Customer#000092978,7Lem6H4TWSZFk2dfnu2t7,4,14-584-474-4093,8663.02,MACHINERY
20029,Customer#000020029,"Xh7TNE8S,I4yYCtCZTfE651XbR,u,YOUfAFRgg",1,11-150-110-7039,9144.64,MACHINERY
105473,Customer#000105473,P4jiYQFifg1vEKv,24,34-175-760-1110,2653.19,MACHINERY
65197,Customer#000065197,L3Myngve1GJSK3flEdgxr7tKDsg576jNtQIkR2,9,19-675-447-1976,5403.56,AUTOMOBILE
104174,Customer#000104174,FhmR50NNj3cu X24 MdLLNNiM5YHoZLDr,12,22-661-832-3905,9459.24,FURNITURE
69299,Customer#000069299,3jGPeXjlmGd7BRQPeGikJsWmPRoL,10,20-985-322-3800,-796.24,HOUSEHOLD
90416,Customer#000090416,SD WOMFAix,8,18-238-528-6735,-381.67,MACHINERY
124027,Customer#000124027,tfGfOxJB pZ9ZQrCJFlVSPO7g,9,19-885-297-5822,-691.10,HOUSEHOLD
129271,Customer#000129271,G2wTZC rBCJbFityiD3f1Sm92qA5,20,30-961-401-2876,3878.69,MACHINERY
55915,Customer#000055915,PpAwEgQqZGogjTkSNI8dbx5NGWy77Jhfz,8,18-115-128-1354,9461.76,AUTOMOBILE
48796,Customer#000048796,VqKFKzg0b18jQLLDVLXCKELh,15,25-857-368-5797,6574.84,HOUSEHOLD
119203,Customer#000119203,Uas5 u5KDg7D,21,31-632-999-4177,-970.40,FURNITURE
50707,Customer#000050707,Ng6ZdQjvuJnvfL8osLOPo8ER3XniG2tc8BQ2WW,11,21-409-461-9353,1299.93,AUTOMOBILE
103717,Customer#000103717,"7l WjS6y10hiQzi9heZ,8fQkI nmDUTx",10,20-745-741-3451,7932.88,AUTOMOBILE
139655,Customer#000139655,"e,ggKTf7to0Foq5PIW0kalT11CLSKkKQVr",12,22-900-209-3628,2771.62,FURNITURE
143683,Customer#000143683,OfTWaVETKNaz47YbhHWbUPf,6,16-727-954-9799,9031.41,FURNITURE
92410,Customer#000092410,l3CNBN8oIP0DCtTz8UgFsKLbVQiS,18,28-679-877-5522,4138.78,FURNITURE
50708,Customer#000050708,YQjT73OWykoXm5yg5,6,16-891-609-7187,-148.91,BUILDING
26036,Customer#000026036,1uLBqB8n2Txvf9POVs,4,14-672-103-9928,949.74,AUTOMOBILE
113000,Customer#000113000,"1OEYJGDjG0,JpMHYV0txdCRsa4pK9v3BtXRgbN,,",19,29-119-268-8990,2563.40,MACHINERY
37231,Customer#000037231,361exHZp1Dlwqd96SrGxa7uxlFTAF8MDY2ENHr89,2,12-499-401-9996,9118.13,MACHINERY
60019,Customer#000060019,kSI6njhnR ApXo031vtmCAaXo,1,11-624-666-9689,3444.77,MACHINERY
53527,Customer#000053527,HshDN582ZI4Pm,21,31-898-711-5493,9722.50,BUILDING
88018,Customer#000088018,gA0 uS4Ok2H5YLzBDtVc,19,29-477-217-6234,9058.50,HOUSEHOLD
33157,Customer#000033157,"snCrjDuVZT,b0KhvJ9qeRAaLQUN",21,31-775-917-6426,1488.45,AUTOMOBILE
53929,Customer#000053929,Z5wN Z Z9a1 qg,9,19-791-364-1253,8196.53,MACHINERY
21391,Customer#000021391,yh2lduc68fJNLineSjb0BV7dqD3GpHTh2V9RmwH,3,13-148-678-2303,-899.72,FURNITURE
148180,Customer#000148180,C1DEiKbYdM12iZ7GxdMPS83nCZLaUlqj0VnjW A,14,24-592-672-4405,1365.26,BUILDING
95011,Customer#000095011,lozCEU49XhXNvO8lUSybceJ4Owj,4,14-942-318-6540,1614.48,AUTOMOBILE
17749,Customer#000017749,DnsYPrKY OZ1L,2,12-726-606-1215,4687.57,FURNITURE
80920,Customer#000080920,C7jm1fiMR6VGE8pCX7,11,21-890-223-7888,9873.73,AUTOMOBILE
36031,Customer#000036031,"o7Y7NSfp27F,h",13,23-747-715-3059,3731.45,FURNITURE
139196,Customer#000139196,"Oc w oEp2 h ,sNhdaUrixwC,cY",24,34-214-341-9605,3790.63,BUILDING
6904,Customer#000006904,Pm8 tKCreWStvS,22,32-451-759-6848,9979.02,AUTOMOBILE
70570,Customer#000070570,CHAH4OTxvp5a9XBEOP8X,12,22-645-604-3126,6846.12,AUTOMOBILE
34510,Customer#000034510,dMkD1Zc3B4VO0,22,32-870-720-3371,7383.85,FURNITURE
94843,Customer#000094843,MKsaPAk33 d7gtt,19,29-289-811-9241,3896.59,FURNITURE
118018,Customer#000118018,6uCplhyecV9f6YwO4MLc,13,23-495-826-1755,3258.99,MACHINERY
28630,Customer#000028630,"8oN,pCbq6ZACs55oEpupBe,wZPmfX8K0J 3",8,18-297-770-8873,-860.12,FURNITURE
130105,Customer#000130105,j8Fook CvOfzJfPKs 9e4hN2OSmuuwR44Ry,6,16-446-909-9670,2918.45,MACHINERY
88085,Customer#000088085,RylNbv ISfaB6wKYBb nW6v u4,22,32-756-500-5863,2231.80,BUILDING
36547,Customer#000036547,"viTtMNEWDtG,l9Dh43KIUBkeutYK53q",24,34-770-255-8024,6540.64,FURNITURE
91378,Customer#000091378,"xRDxekG0KzVjGqekWPz,j04wpjG",16,26-454-418-8931,5240.73,HOUSEHOLD
78709,Customer#000078709,083cPNvE88 dl9nQhpxjLmlQBk,23,33-657-854-1687,4413.61,BUILDING
93013,Customer#000093013,"ZcG9 FPpLDCegd,RuFwMTl7PTpm1PY",21,31-203-688-4257,5578.44,FURNITURE
26470,Customer#000026470, XUJcMDdOMsW920yKjYQPM b,16,26-265-473-1167,7807.83,FURNITURE
76249,Customer#000076249,"RXNl,g46SPVJ5qL4uunj dA2VJscVWmD7rK",12,22-199-173-7513,1240.96,FURNITURE
2140,Customer#000002140,2zzYVUn42WgHrasWgZIS,4,14-327-259-3924,2959.31,AUTOMOBILE
68114,Customer#000068114,PLvpljga qvtV0e3ehThVjXMf,18,28-805-398-7847,-543.29,HOUSEHOLD
75212,Customer#000075212,8uYgYZYKZLG2TBJe337,5,15-998-171-3162,505.75,AUTOMOBILE
138850,Customer#000138850,Q1vNJHumNbI9jIjgFl0tZ79,13,23-184-333-2182,8771.87,BUILDING
132593,Customer#000132593,"c0fXbx T7SB0WoSwEoLM,MSopT4 wiOLVxANFzeJ",22,32-168-855-5308,1392.57,AUTOMOBILE
45284,Customer#000045284,eC2hxve852SKhOgHOIU9QTuHjqbsz60z,9,19-449-307-8276,-443.22,AUTOMOBILE
52433,Customer#000052433,B18MEzPpNztpQq9IuIXAG2nbFsYYfdYrf,4,14-454-456-3909,7523.97,MACHINERY
76351,Customer#000076351,"tboiZSAAbcd SXRn,3 F3",24,34-665-379-3911,3983.36,MACHINERY
75742,Customer#000075742,p8ANtLjWPdlWY26,15,25-335-792-8464,4234.56,MACHINERY
